Date,Oil,Gold $,Silver $,Platinum $,Palladium $,Euro_USD,TIPS,VIX,Inflation_index,BTC,BTC Volume,BNB,LTC,XMR,ETH,SP500
2021-12-10,74.98,1779.75,21.895,945.0,1770.0,1.1273,109.71,18.690001,-0.36,41739.89,27418911168.0,488.55,131.29,167.77,,4712.02
2021-12-11,,,,,,,,,,43618.0,22773212475.0,498.65,139.65,175.81,,
2021-12-12,,,,,,,,,,44292.69,19386068392.0,504.67,140.75,175.07,,
2021-12-13,74.12,1787.8,22.22,935.0,1762.0,1.1278,109.77,20.309999,-0.40,41421.28,28439086528.0,461.75,128.1,163.05,,4668.97
2021-12-14,73.37,1776.9,22.17,911.0,1622.0,1.1309,109.45,21.889999,-0.37,41405.49,30698614713.0,454.12,129.76,160.96,,4634.09
2021-12-15,73.71,1768.65,21.805,911.0,1576.0,1.1262,109.5,19.290001,-0.35,43307.63,32459704314.0,479.19,135.97,166.76,,4709.85
2021-12-16,74.64,1795.7,22.175,930.0,1671.0,1.1336,109.83,20.57,-0.34,42055.49,24151292221.0,464.31,131.41,165.16,,4668.67
2021-12-17,72.97,1807.7,22.645,935.0,1779.0,1.133,109.69,21.57,-0.37,41104.57,29030271974.0,467.7,128.41,161.81,,4620.64
2021-12-18,,,,,,,,,,41680.42,23218815861.0,474.99,132.39,161.19,,
2021-12-19,,,,,,,,,,41542.99,22379058639.0,471.38,136.15,163.52,,
2021-12-20,70.51,1796.3,22.295,926.0,1739.0,1.1273,109.72,22.870001,-0.36,41569.92,27538692306.0,463.9,135.34,167.4,,4568.02
2021-12-21,72.85,1793.75,22.745,939.0,1828.0,1.1295,109.72,21.01,-0.38,43354.81,23991057738.0,468.41,137.26,167.65,,4649.23
2021-12-22,74.69,1792.8,22.66,949.0,1834.0,1.1301,109.94,18.629999,-0.43,42933.63,21659394114.0,471.15,137.26,168.34,,4696.56
2021-12-23,76.26,1805.2,22.815,971.0,1890.0,1.131,109.76,17.959999,-0.38,44849.7,24918579743.0,484.6,144.35,185.26,,4725.79
2021-12-24,75.24,1799.725,22.665,966.5,1921.5,1.1317,109.79,17.8199995,.,44886.01,21520204902.0,478.61,142.57,180.4,,
2021-12-25,,,,,,,,,,44539.5,16807813795.0,483.4,139.36,186.55,,
2021-12-26,,,,,,,,,,44871.05,18515671275.0,483.06,137.76,191.73,,
2021-12-27,76.36999999999999,,,,,1.1312,,17.68,-0.42,44697.41,21481389199.0,496.61,137.59,194.58,,4791.19
2021-12-28,77.5,,,,,1.1331,110.12,17.540001,-0.40,42064.88,29507088143.0,472.84,128.95,184.57,,4786.35
2021-12-29,78.63,1794.25,22.835,962.0,1953.0,1.1303,110.24,16.950001,-0.38,40885.14,26561202258.0,452.47,128.09,188.8,,4793.06
2021-12-30,78.61,1805.85,22.765,959.0,1973.0,1.1334,110.58,17.33,-0.43,41666.92,23492037984.0,458.29,130.96,199.38,,4778.73
2021-12-31,77.24,1808.625,23.085,967.0,1933.0,1.1326,110.47,17.219999,-0.44,40712.72,32654960502.0,449.89,128.82,201.18,,4766.18
2022-01-01,,,,,,,,,,41926.34,21613129995.0,463.65,132.49,219.98,,
2022-01-02,,,,,,,,,,41629.8,24575075849.0,467.25,133.0,210.48,,
2022-01-03,78.25,,,,,1.1355,,16.6,-0.36,41105.72,29079287529.0,453.13,131.36,204.87,,4796.56
2022-01-04,79.39,1811.4,22.89,975.0,1893.0,1.1279,110.15,16.91,-0.27,40677.87,37598908558.0,449.79,130.12,197.06,,4793.54
2022-01-05,80.6,1826.25,23.055,987.0,1902.0,1.1319,109.56,19.73,-0.20,38520.27,32660195233.0,420.01,120.32,183.28,,4700.58
2022-01-06,81.99,1789.35,22.245,967.0,1854.0,1.1315,109.08,19.610001,-0.15,38203.51,26707569861.0,418.92,120.83,180.61,,4696.05
2022-01-07,82.28,1792.6,22.24,960.0,1904.0,1.1298,108.95,18.76,-0.16,36575.9,74525869377.0,394.11,115.73,171.19,,4677.03
2022-01-08,,,,,,,,,,36734.38,24701733040.0,378.7,114.55,162.3,,
2022-01-09,,,,,,,,,,36914.77,18743402302.0,386.49,115.64,167.85,,
2022-01-10,81.56,1794.2,22.455,931.0,1897.0,1.1318,108.96,19.4,-0.15,36912.2,28276669440.0,375.05,111.95,161.48,,4670.29
2022-01-11,84.98,1806.8,22.59,947.0,1918.0,1.1336,,18.41,-0.22,37599.6,23237256817.0,407.81,115.74,169.8,,4713.07
2022-01-12,85.83,1821.4,22.745,982.0,1927.0,1.137,109.2,17.620001,-0.17,38415.82,29473715057.0,425.69,123.89,173.84,,4726.35
2022-01-13,85.8,1820.35,23.245,976.0,1901.0,1.1463,109.15,20.309999,-0.17,37175.29,41686725793.0,414.62,119.26,194.25,,4659.03
2022-01-14,87.17,1822.95,23.1,979.0,1870.0,1.1447,108.79,19.190001,-0.10,37756.07,20579112163.0,429.13,126.78,200.91,,4662.85
2022-01-15,,,,,,,,,,37824.13,16093613422.0,433.62,129.6,190.88,,
2022-01-16,,,,,,,,,,37800.53,15682542048.0,437.0,128.47,196.45,,
2022-01-17,87.82,1817.85,23.015,975.0,1895.0,1.1403,108.84,20.990001,.,37028.76,19017717220.0,416.92,132.92,188.56,,
2022-01-18,88.83,1817.25,22.915,982.0,1906.0,1.1367,108.42,22.790001,-0.06,37403.78,19646643921.0,416.63,125.24,180.47,,4577.11
2022-01-19,89.64,1826.95,23.775,1014.0,1976.0,1.1345,108.29,23.85,-0.05,36800.88,20382258671.0,408.01,120.7,177.82,,4532.76
2022-01-20,89.75,1845.35,24.225,1055.0,2039.0,1.1338,108.38,25.59,-0.05,35957.71,17968352716.0,388.92,115.23,166.55,,4482.73
2022-01-21,89.75,1837.6,24.32,1046.0,2112.0,1.1348,108.71,28.85,-0.12,32135.85,38018600840.0,337.67,100.83,151.65,,4397.94
2022-01-22,,,,,,,,,,30877.94,35006840731.0,315.65,95.58,133.74,,
2022-01-23,,,,,,,,,,31986.82,22933935171.0,338.53,98.83,137.9,,
2022-01-24,87.74,1831.6,24.065,1017.0,2147.0,1.1304,108.99,29.9,-0.12,32369.33,36906815721.0,327.95,96.78,129.68,,4410.13
2022-01-25,89.49,1847.3,23.665,1019.0,2175.0,1.1268,108.96,31.16,-0.09,32693.35,23338654946.0,340.27,95.61,128.04,,4356.45
2022-01-26,91.22,1835.95,23.86,1052.0,2307.0,1.1277,108.41,31.959999,-0.03,32783.69,27712997179.0,334.27,95.44,131.92,,4349.93
2022-01-27,90.7,1806.75,23.17,1021.0,2279.0,1.116,108.47,30.49,-0.11,33324.29,22276878171.0,350.03,95.97,129.64,,4326.51
2022-01-28,91.47,1788.15,22.5,1003.0,2328.0,1.1138,108.81,27.66,-0.14,33889.11,19954991584.0,346.28,98.15,133.66,,4431.85
2022-01-29,,,,,,,,,,34206.48,15421617548.0,349.02,99.4,137.63,,
2022-01-30,,,,,,,,,,33999.8,13133930391.0,338.6,97.56,132.64,,
2022-01-31,92.35,1795.25,22.495,1022.0,2445.0,1.1156,109.08,24.83,-0.12,34270.42,18592335174.0,334.2,97.59,131.24,,4515.55
2022-02-01,90.24,1799.85,22.88,1043.0,2385.0,1.126,108.67,21.959999,-0.08,34367.76,18067538485.0,341.93,102.37,129.66,,4546.54
2022-02-02,91.43,1803.65,22.78,1037.0,2402.0,1.1323,108.79,22.09,-0.07,32702.76,16991878944.0,325.21,96.07,128.15,,4589.38
2022-02-03,92.99,1792.7,22.36,1026.0,2377.0,1.1286,108.3,24.35,-0.01,32490.47,16453192215.0,324.32,96.44,128.23,,4477.44
2022-02-04,96.86,1804.7,22.505,1016.0,2287.0,1.1464,107.86,23.219999,0.06,36247.99,25720007734.0,348.52,105.61,144.22,,4500.53
2022-02-05,,,,,,,,,,36195.83,17165326511.0,361.77,106.49,147.33,,
2022-02-06,,,,,,,,,,37026.61,14098943648.0,366.27,111.26,151.49,,
2022-02-07,97.28,1813.55,22.86,1015.0,2230.0,1.1447,107.78,22.860001,0.05,38316.41,25004712568.0,378.64,119.83,161.37,,4483.87
2022-02-08,96.07,1822.6,22.86,1029.0,2261.0,1.1408,107.62,21.440001,0.05,38630.6,28911394611.0,357.93,117.32,156.65,,4521.54
2022-02-09,94.95,1827.8,23.25,1030.0,2267.0,1.1435,107.74,19.959999,0.05,38821.85,20354354624.0,369.9,122.73,162.53,,4587.18
2022-02-10,96.37,1835.35,23.355,1027.0,2292.0,1.1439,107.15,23.91,0.11,38176.59,28142709864.0,363.77,118.38,157.25,,4504.08
2022-02-11,97.5,1831.15,22.895,1023.0,2224.0,1.1417,107.99,27.360001,0.09,37360.55,23620897966.0,352.76,111.03,148.6,,4418.64
2022-02-12,,,,,,,,,,37218.81,15991892810.0,355.4,111.61,153.1,,
2022-02-13,,,,,,,,,,37131.11,12987841136.0,350.99,111.05,153.45,,
2022-02-14,101.66,1866.15,23.69,1039.0,2290.0,1.1316,107.96,28.33,0.13,37667.15,18327116072.0,357.03,110.38,155.93,,4401.67
2022-02-15,98.43,1848.55,23.285,1015.0,2252.0,1.1345,107.63,25.700001,0.18,39255.91,20096784832.0,380.81,116.04,160.61,,4471.07
2022-02-16,97.44,1862.6,23.5,1043.0,2280.0,1.1372,107.7,24.290001,0.17,38654.78,17430643567.0,376.26,112.69,157.66,,4475.01
2022-02-17,95.28,1893.45,23.585,1079.0,2372.0,1.137,108.06,28.110001,0.19,35673.94,23078165678.0,354.16,102.35,143.78,,4380.26
2022-02-18,96.18,1893.6,23.77,1091.0,2360.0,1.1354,108.13,27.75,0.12,35356.64,20513086499.0,352.91,101.75,141.44,,4348.87
2022-02-19,,,,,,,,,,35437.17,12132567474.0,353.33,102.2,142.45,,
2022-02-20,,,,,,,,,,33958.77,16198984021.0,336.51,97.93,136.02,,
2022-02-21,98.95,1894.45,23.735,1078.0,2374.0,1.1338,108.17,28.279999500000002,.,32783.45,25872778800.0,315.37,91.48,130.84,,
2022-02-22,98.73,1900.1,24.01,1087.0,2417.0,1.1342,108.35,28.809999,0.11,33795.61,22542063354.0,330.41,94.91,133.21,,4304.76
2022-02-23,99.29,1904.7,24.105,1091.0,2423.0,1.1344,108.59,31.02,0.12,32988.86,19286483368.0,324.2,93.73,131.9,,4225.5
2022-02-24,101.29,1936.3,25.315,1101.0,2680.0,1.1163,109.04,30.32,0.10,34253.41,41026519335.0,322.79,93.14,131.39,,4288.7
2022-02-25,98.56,1884.8,24.21,1055.0,2320.0,1.1216,108.8,27.59,0.09,34782.9,23720722679.0,332.55,96.92,136.13,,4384.65
2022-02-26,,,,,,,,,,34692.29,15493668110.0,331.48,96.03,139.87,,
2022-02-27,,,,,,,,,,33728.54,20803874511.0,322.47,92.22,134.82,,
2022-02-28,103.08,1909.85,24.35,1063.0,2509.0,1.1199,110.03,30.15,-0.11,38516.01,31922005175.0,352.77,101.19,151.76,,4373.94
2022-03-01,110.93,1922.0,24.64,1064.0,2691.0,1.1162,110.94,33.32,-0.16,39842.84,28962021492.0,366.93,101.1,159.48,,4306.26
2022-03-02,118.94,1928.5,25.075,1062.0,2595.0,1.1106,110.39,30.74,-0.14,39526.87,26214577230.0,368.06,99.3,159.92,,4386.54
2022-03-03,115.36,1929.6,25.31,1085.0,2764.0,1.1076,110.18,30.48,-0.11,38362.71,22468257878.0,363.78,100.63,155.46,,4363.49
2022-03-04,123.86,1945.3,25.15,1092.0,2965.0,1.0929,110.84,31.98,-0.17,35806.68,25769498614.0,342.43,92.76,146.12,,4328.87
2022-03-05,,,,,,,,,,36057.17,15531131067.0,352.21,96.07,151.71,,
2022-03-06,,,,,,,,,,35332.98,18069708928.0,344.88,93.43,146.36,,
2022-03-07,129.02,1980.95,25.74,1127.0,3015.0,1.0895,111.33,36.450001,-0.23,35027.58,26252489418.0,350.94,90.99,145.46,,4201.09
2022-03-08,133.18,2039.05,26.12,1151.0,3000.0,1.0892,111.52,35.130001,-0.30,35545.9,23721571135.0,350.49,92.33,187.97,,4170.7
2022-03-09,116.58,1988.9,26.175,1107.0,2970.0,1.0993,110.72,32.450001,-0.20,37912.93,29624393723.0,355.4,96.57,170.43,,4277.88
2022-03-10,114.54,1996.6,25.945,1088.0,2930.0,1.1084,110.77,30.23,-0.14,35809.02,28065232805.0,337.92,93.21,162.82,,4259.52
2022-03-11,118.11,1978.7,25.655,1057.0,2766.0,1.099,111.24,30.75,-0.22,35546.05,23939188718.0,341.02,96.17,156.38,,4204.31
2022-03-12,,,,,,,,,,35645.96,13392381380.0,341.52,96.97,169.94,,
2022-03-13,,,,,,,,,,34623.74,15851877093.0,331.01,93.41,161.16,,
2022-03-14,110.39,1954.05,25.375,1039.0,2374.0,1.096,110.38,31.77,-0.13,36248.87,22249181453.0,341.29,96.57,169.67,,4173.11
2022-03-15,105.14,1913.65,24.635,1006.0,2417.0,1.0991,109.89,29.83,-0.03,35870.05,21871727683.0,338.86,97.55,167.12,,4262.45
2022-03-16,104.61,1913.2,24.945,1014.0,2440.0,1.0994,109.18,26.67,-0.02,37329.64,36123654990.0,349.79,101.04,172.04,,4357.86
2022-03-17,113.5,1949.65,25.34,1024.0,2478.0,1.1051,110.21,25.67,-0.08,36895.96,19969179014.0,353.02,99.39,169.22,,4411.67
2022-03-18,114.32,1935.8,25.235,1034.0,2535.0,1.1008,110.03,23.870001,-0.09,37777.12,31012797365.0,359.37,101.32,176.33,,4463.12
2022-03-19,,,,,,,,,,38129.13,17771796430.0,361.36,105.17,178.47,,
2022-03-20,,,,,,,,,,37353.04,18190309767.0,353.87,103.99,176.23,,
2022-03-21,122.29,1935.05,25.035,1037.0,2547.0,1.1038,109.42,23.530001,0.01,37286.5,22291245213.0,359.86,105.44,174.14,,4461.18
2022-03-22,121.53,1915.25,25.085,1020.0,2504.0,1.1024,109.07,22.940001,0.04,38404.87,29050622961.0,366.57,111.45,175.76,,4511.61
2022-03-23,127.52,1931.75,25.015,1025.0,2526.0,1.0985,109.85,23.57,-0.06,38973.31,22886665791.0,371.27,111.28,179.35,,4456.24
2022-03-24,123.98,1965.2,25.315,1020.0,2511.0,1.0978,109.47,21.67,-0.02,39933.28,28206221570.0,376.19,114.98,185.24,,4520.16
2022-03-25,122.67,1953.8,25.62,1011.0,2498.0,1.1002,108.86,20.809999,0.06,40377.3,27773215887.0,374.02,112.96,181.91,,4543.06
2022-03-26,,,,,,,,,,40512.4,15432542661.0,378.64,113.69,188.62,,
2022-03-27,,,,,,,,,,42635.58,25636941820.0,392.02,117.83,195.88,,
2022-03-28,114.5,1937.05,24.905,993.0,2253.0,1.0966,108.69,19.629999,0.02,42877.15,33112051715.0,391.57,116.4,195.44,,4575.52
2022-03-29,112.79,1910.0,24.64,964.0,2111.0,1.1085,108.31,18.9,0.05,42796.05,28565107135.0,391.76,117.27,200.17,,4631.6
2022-03-30,115.59,1933.85,24.755,992.0,2255.0,1.1126,108.6,19.33,0.00,42166.08,26448016457.0,396.63,117.52,198.52,,4602.45
2022-03-31,107.29,1942.15,24.815,983.0,2259.0,1.1101,108.22,20.559999,-0.03,41124.8,29859908280.0,387.34,111.72,192.08,,4530.41
2022-04-01,106.13,1929.4,24.69,995.0,2323.0,1.1052,107.56,19.629999,0.00,41889.52,34463691827.0,404.22,113.03,197.59,,4545.86
2022-04-02,,,,,,,,,,41529.15,26552551405.0,395.61,113.1,192.44,,
2022-04-03,,,,,,,,,,42054.79,23009865209.0,407.7,116.74,196.67,,
2022-04-04,108.15,1930.3,24.665,985.0,2297.0,1.1005,107.61,18.57,0.02,42480.39,29422315771.0,407.76,113.77,202.23,,4582.64
2022-04-05,106.6,1944.05,24.675,981.0,2294.0,1.0969,107.01,21.030001,0.09,41772.11,27007125306.0,408.2,112.98,203.92,,4525.12
2022-04-06,100.81,1930.15,24.265,963.0,2240.0,1.0923,106.79,22.1,0.15,39647.11,36121380334.0,385.53,103.2,196.15,,4481.15
2022-04-07,99.83,1932.4,24.38,957.0,2258.0,1.0916,106.81,21.549999,0.21,40040.99,23951535950.0,402.03,105.14,208.44,,4500.21
2022-04-08,101.26,1941.4,24.625,972.0,2442.0,1.0861,106.88,21.16,0.23,38879.83,25049629377.0,387.7,101.95,199.62,,4488.28
2022-04-09,,,,,,,,,,39334.45,14757288893.0,392.73,103.69,220.86,,
2022-04-10,,,,,,,,,,38778.59,16231754359.0,384.58,102.14,216.87,,
2022-04-11,97.92,1951.55,25.05,984.0,2495.0,1.09,107.02,24.370001,0.27,36335.33,31191719452.0,362.31,94.33,207.44,,4412.53
2022-04-12,104.42,1960.85,25.005,967.0,2350.0,1.0861,107.14,24.26,0.28,37065.08,28492718123.0,382.29,96.83,215.09,,4397.45
2022-04-13,108.49,1976.75,25.64,980.0,2386.0,1.0826,107.03,21.82,0.30,37784.14,25577996988.0,388.36,101.4,217.44,,4446.59
2022-04-14,110.83,1963.25,25.655,977.0,2381.0,1.0878,106.82,22.700001,0.34,36902.02,22341868355.0,383.17,99.25,212.19,,4392.59
2022-04-15,109.05,,,,,,,22.4350005,.,37508.18,20104204990.0,385.96,102.77,221.3,,
2022-04-16,,,,,,,,,,37388.89,15569098908.0,386.13,105.84,218.54,,
2022-04-17,,,,,,,,,,36729.05,17654285414.0,376.73,100.84,223.11,,
2022-04-18,107.27,,,,,,107.01,22.17,0.33,37869.95,31169541225.0,386.78,103.17,247.27,,4391.69
2022-04-19,105.49,1964.0,25.915,1011.0,2358.0,1.0803,106.52,21.370001,0.38,38444.5,23470976058.0,391.26,105.43,235.38,,4462.21
2022-04-20,105.05,1949.55,25.2,985.0,2405.0,1.083,107.01,20.32,0.28,38133.77,25769566642.0,385.59,103.21,245.68,,4459.45
2022-04-21,107.2,1943.7,24.645,978.0,2432.0,1.0887,107.28,22.68,0.25,37405.05,32602248274.0,373.82,98.75,257.87,,4393.66
2022-04-22,105.15,1941.55,24.345,940.0,2405.0,1.0817,107.1,28.209999,0.30,36841.98,25853638063.0,377.31,97.9,248.58,,4271.78
2022-04-23,,,,,,,,,,36606.88,14961043084.0,372.36,97.81,247.53,,
2022-04-24,,,,,,,,,,36513.36,16654218680.0,369.22,96.79,233.97,,
2022-04-25,99.27,1895.0,23.515,917.0,2115.0,1.0746,107.12,27.02,0.30,37765.53,32791128916.0,377.44,97.72,237.47,,4296.12
2022-04-26,102.89,1904.6,23.77,915.0,2186.0,1.0674,107.4,33.52,0.33,35814.6,32268273598.0,362.19,92.46,215.38,,4175.2
2022-04-27,103.3,1885.8,23.635,930.0,2254.0,1.0583,107.31,31.6,0.36,37180.77,29109297152.0,370.89,95.26,217.46,,4183.96
2022-04-28,105.78,1888.5,23.16,915.0,2249.0,1.0485,107.64,29.99,0.29,37866.67,32123590880.0,387.22,98.37,216.09,,4287.5
2022-04-29,108.36,1911.3,23.445,932.0,2312.0,1.054,106.99,33.400002,0.40,36618.87,29402155056.0,372.79,95.2,209.31,,4131.93
2022-04-30,,,,,,,,,,35770.07,22663507357.0,358.29,91.21,203.59,,
2022-05-01,,,,,,,,,,36515.67,25610335782.0,370.46,94.39,201.87,,
2022-05-02,106.65,,,,,1.0524,105.99,32.34,0.56,36660.19,31250863566.0,370.77,95.81,189.03,,4155.38
2022-05-03,104.94,1869.7,22.63,962.0,2230.0,1.0556,106.11,29.25,0.48,35865.91,26001258574.0,364.33,94.38,197.18,,4175.48
2022-05-04,110.53,1863.65,22.595,972.0,2227.0,1.0531,106.76,25.42,0.44,37377.13,34919587864.0,378.97,100.06,212.01,,4300.17
2022-05-05,112.11,1892.3,22.915,992.0,2230.0,1.0568,106.06,31.200001,0.55,34702.28,40585747298.0,359.38,91.96,196.04,,4146.87
2022-05-06,113.86,1882.35,22.485,966.0,2108.0,1.057,105.87,30.190001,0.63,34167.52,35860217148.0,359.59,91.76,205.73,,4123.34
2022-05-07,,,,,,,,,,33656.56,23108837311.0,346.68,89.66,193.59,,
2022-05-08,,,,,,,,,,32338.11,34852098992.0,337.44,89.23,206.26,,
2022-05-09,106.67,1860.9,21.865,948.0,2049.0,1.0559,105.71,34.75,0.66,28681.1,60153888379.0,283.38,73.8,166.0,,3991.24
2022-05-10,102.61,1857.35,21.865,987.0,2058.0,1.0554,105.26,32.990002,0.67,29463.82,56621076873.0,303.28,76.19,154.77,,4001.05
2022-05-11,107.7,1851.95,21.785,975.0,2048.0,1.0553,105.9,32.560001,0.51,27527.04,66851393480.0,256.81,63.16,131.99,,3935.18
2022-05-12,108.06,1837.05,20.985,962.0,1912.0,1.0408,105.74,31.77,0.57,27988.47,63726532577.0,259.58,62.05,132.86,,3930.08
2022-05-13,112.12,1811.55,20.84,943.0,1932.0,1.0385,106.02,28.870001,0.57,28124.66,41278837249.0,279.09,65.27,138.25,,4023.89
2022-05-14,,,,,,,,,,28910.46,27449249017.0,285.62,66.22,148.26,,
2022-05-15,,,,,,,,,,30106.0,24813324746.0,300.06,68.79,165.1,,
2022-05-16,114.86,1809.5,21.17,945.0,1970.0,1.0422,106.36,27.469999,0.59,28606.67,31364654565.0,285.19,64.38,155.4,,4008.01
2022-05-17,112.89,1825.0,21.78,957.0,2079.0,1.0541,106.0,26.1,0.65,28842.56,27877261791.0,290.04,69.17,163.87,,4088.85
2022-05-18,110.04,1810.65,21.665,948.0,2080.0,1.0523,106.38,30.959999,0.54,27422.69,29657245526.0,274.45,63.41,148.31,,3923.68
2022-05-19,113.22,1844.0,21.56,950.0,1980.0,1.0525,106.22,29.35,0.63,28653.02,32247563339.0,289.98,68.15,156.73,,3900.79
2022-05-20,113.63,1834.2,22.03,960.0,2004.0,1.0577,106.13,29.43,0.64,27637.3,29064224190.0,286.17,64.98,164.89,,3901.36
2022-05-21,,,,,,,,,,27856.4,16349928209.0,295.74,65.97,166.57,,
2022-05-22,,,,,,,,,,28690.76,20473358400.0,302.4,67.91,177.08,,
2022-05-23,115.13,1856.2,22.085,969.0,2004.0,1.0659,106.04,28.48,0.68,27236.61,29788039045.0,296.49,64.6,173.33,,3973.75
2022-05-24,115.77,1867.1,21.925,955.0,1997.0,1.072,106.45,29.450001,0.62,27630.47,24913076462.0,305.78,65.52,179.91,,3941.48
2022-05-25,116.41,1847.2,21.83,945.0,1993.0,1.0656,106.63,28.370001,0.64,27662.06,25645432011.0,304.8,63.92,190.81,,3978.73
2022-05-26,119.81,1848.25,21.885,942.0,2018.5,1.0697,107.01,27.5,0.61,27268.74,34410434944.0,284.14,59.47,176.6,,4057.84
2022-05-27,121.19,1851.8,22.275,955.0,2044.0,1.0722,107.12,25.719999,0.59,26674.6,34084040068.0,280.44,57.36,168.05,,4158.24
2022-05-28,,,,,,,,,,27043.51,17938927389.0,286.82,58.76,163.7,,
2022-05-29,,,,,,,,,,27443.31,16859521478.0,285.17,59.41,173.42,,
2022-05-30,123.01,1854.95,22.035,954.0,2039.0,1.0764,107.25,25.955,.,29448.53,36606657673.0,298.65,64.16,189.55,,
2022-05-31,125.53,1838.7,21.77,963.0,2032.0,1.0713,106.81,26.190001,0.67,29616.64,31130267725.0,298.55,63.73,184.95,,4132.15
2022-06-01,122.2,1844.9,21.61,990.0,2014.0,1.0712,106.32,25.690001,0.67,27979.7,38320728817.0,282.16,59.12,186.5,,4101.23
2022-06-02,123.94,,,,,1.0692,106.52,24.719999,0.62,28337.81,27307865179.0,286.57,59.95,187.32,,4176.82
2022-06-03,125.68,,,,,1.073,106.81,24.790001,0.55,27708.94,24345876685.0,278.35,58.45,180.94,,4108.54
2022-06-04,,,,,,,,,,27831.81,15474013963.0,281.4,59.47,176.45,,
2022-06-05,,,,,,,,,,27881.74,16106062382.0,278.69,58.93,175.26,,
2022-06-06,124.99,1847.2,22.255,1029.0,2015.0,1.0726,106.43,25.07,0.62,29346.39,29784246547.0,276.33,60.26,177.28,,4121.43
2022-06-07,126.89,1849.6,22.09,1007.0,1950.0,1.0662,106.6,24.02,0.58,29123.8,38140104627.0,271.41,59.74,175.34,,4160.68
2022-06-08,129.2,1852.95,21.92,1002.0,1935.5,1.0739,106.49,23.959999,0.63,28192.89,28269944191.0,269.31,57.43,173.97,,4115.77
2022-06-09,128.47,1844.85,21.93,986.0,1921.0,1.0743,106.48,26.09,0.62,28356.05,20240722836.0,273.01,56.7,174.57,,4017.82
2022-06-10,127.44,1830.0,21.59,969.0,1912.0,1.0578,106.0,27.75,0.67,27648.17,28125784501.0,271.93,53.86,165.29,,3900.86
2022-06-11,,,,,,,,,,26958.94,25901629031.0,256.17,49.71,157.89,,
2022-06-12,,,,,,,,,,25513.98,32474532296.0,244.01,45.98,151.62,,
2022-06-13,128.44,1830.85,21.56,950.0,1860.0,1.0455,104.72,34.02,0.90,21592.95,65022336450.0,213.66,41.58,126.84,,3749.63
2022-06-14,127.02,1818.3,21.235,933.0,1810.0,1.0452,103.31,32.689999,1.01,21274.75,48888487787.0,213.85,44.2,114.28,,3735.48
2022-06-15,124.96,1823.75,21.46,945.0,1865.0,1.0431,104.56,29.620001,0.86,21586.84,52607295169.0,223.2,48.29,112.85,,3789.99
2022-06-16,125.78,1826.5,21.435,943.0,1866.0,1.04,104.37,32.950001,0.86,19324.8,29821828413.0,198.67,42.38,100.92,,3666.77
2022-06-17,119.22,1841.55,21.845,943.0,1860.0,1.0486,104.09,31.129999,0.85,19498.51,25725524061.0,205.63,45.42,108.88,,3674.84
2022-06-18,,,,,,,,,,18118.94,40012812250.0,187.73,45.01,99.26,946.68,
2022-06-19,,,,,,,,,,19593.43,33660390856.0,204.88,51.79,108.88,,
2022-06-20,118.25,1836.5,21.655,941.0,1870.0,1.0517,104.18,30.66,.,19581.45,29379236581.0,206.21,50.29,111.5,,
2022-06-21,118.51,1840.25,21.67,938.0,1885.0,1.055,104.05,30.190001,0.90,19665.75,27538417920.0,208.42,50.81,112.8,,3764.79
2022-06-22,115.54,1841.85,21.42,931.0,1865.0,1.0521,104.36,28.950001,0.80,18918.74,27133195147.0,202.81,49.32,105.23,995.22,3759.89
2022-06-23,114.5,1841.9,21.185,919.0,1882.0,1.0493,104.59,29.049999,0.81,20044.78,24788369567.0,217.65,53.01,116.64,,3795.73
2022-06-24,117.36,1825.45,20.86,911.0,1861.0,1.0524,104.71,27.23,0.81,20113.36,23725519246.0,227.58,53.04,119.8,,3911.74
2022-06-25,,,,,,,,,,20369.79,17404838729.0,227.07,55.86,120.77,,
2022-06-26,,,,,,,,,,19901.28,17077661399.0,221.34,53.83,118.61,,
2022-06-27,119.69,1826.3,21.46,909.0,1919.0,1.0572,104.31,26.950001,0.87,19598.34,19842982702.0,220.84,52.86,113.79,,3900.11
2022-06-28,122.21,1819.05,21.235,924.0,1876.0,1.0561,103.99,28.360001,0.91,19272.83,20208971773.0,215.65,50.19,111.67,,3821.55
2022-06-29,120.8,1817.75,20.975,933.0,1990.0,1.0517,103.85,28.16,0.96,19245.86,22382334003.0,209.92,51.14,113.63,,3818.83
2022-06-30,119.78,1817.0,20.415,907.0,1888.0,1.0387,103.92,28.709999,0.91,18881.34,25145996520.0,209.29,51.2,107.61,,3785.38
2022-07-01,119.21,1797.45,19.725,872.0,1914.0,1.0425,104.85,26.700001,0.88,18476.55,29362674005.0,207.13,49.01,110.31,,3825.33
2022-07-02,,,,,,,,,,18450.55,17355695111.0,209.06,48.41,111.24,,
2022-07-03,,,,,,,,,,18496.46,15716437969.0,209.9,48.86,111.54,,
2022-07-04,121.8,1808.4,19.855,885.0,1955.0,1.0455,104.97,27.120001000000002,.,19391.97,20698698263.0,221.97,50.08,118.87,,
2022-07-05,110.49,1772.0,19.84,868.0,1898.0,1.029,104.92,27.540001,0.84,19685.34,25607252523.0,225.07,48.58,119.28,,3831.39
2022-07-06,108.54,1754.3,19.22,867.0,1957.0,1.0177,104.17,26.73,0.94,20175.71,23983945517.0,234.18,49.45,123.22,,3845.08
